actor_1_name,actor_2_name,actor_3_name,director_name,genres,plot_keywords,movie_title,comb
Milla Jovovich,Sarah Polley,Shirley Henderson,Michael Winterbottom,Drama|Romance|Western,gold|gold mine|miner|railroad|surveyor,the claim,Milla Jovovich Sarah Polley Shirley Henderson Michael Winterbottom Drama|Romance|Western gold|gold mine|miner|railroad|surveyor
Kirsten Dunst,Adam Goldberg,Oliver Platt,unknown,Crime|Drama|Thriller,anthology|death|insurance salesman|minnesota|police officer,fargo            ,Kirsten Dunst Adam Goldberg Oliver Platt unknown Crime|Drama|Thriller anthology|death|insurance salesman|minnesota|police officer
Farrah Fawcett,Jenny Agutter,Peter Ustinov,Michael Anderson,Action|Adventure|Sci-Fi,cat|computer|cult film|runner|sanctuary,logan's run,Farrah Fawcett Jenny Agutter Peter Ustinov Michael Anderson Action|Adventure|Sci-Fi cat|computer|cult film|runner|sanctuary
Christopher Lee,Hervé Villechaize,Desmond Llewelyn,Guy Hamilton,Action|Adventure|Thriller,assassin|bikini|girl in a bikini|mission|secret agent,the man with the golden gun,Christopher Lee Hervé Villechaize Desmond Llewelyn Guy Hamilton Action|Adventure|Thriller assassin|bikini|girl in a bikini|mission|secret agent
Bill Duke,Vanity,Carl Weathers,Craig R. Baxley,Action|Comedy|Crime|Thriller,murder|power|psychotronic|tough cop|union,action jackson,Bill Duke Vanity Carl Weathers Craig R. Baxley Action|Comedy|Crime|Thriller murder|power|psychotronic|tough cop|union
MyAnna Buring,Shauna Macdonald,Craig Conway,Neil Marshall,Adventure|Horror|Thriller,cave|expedition|friendship between women|group of friends|survival horror,the descent,MyAnna Buring Shauna Macdonald Craig Conway Neil Marshall Adventure|Horror|Thriller cave|expedition|friendship between women|group of friends|survival horror
Bill Murray,Michael Jordan,Bob Costas,Don Kempf,Documentary|Sport,basketball|basketball player|character name in title|chicago bulls|imax,michael jordan to the max,Bill Murray Michael Jordan Bob Costas Don Kempf Documentary|Sport basketball|basketball player|character name in title|chicago bulls|imax
Zach Gilford,Allison Miller,Vanessa Ray,Matt Bettinelli-Olpin,Horror|Mystery,eiffel tower at night|honeymoon|implied insemination|party|taxi driver,devil's due,Zach Gilford Allison Miller Vanessa Ray Matt Bettinelli-Olpin Horror|Mystery eiffel tower at night|honeymoon|implied insemination|party|taxi driver
Lily Tomlin,Mary Tyler Moore,David Patrick Kelly,David O. Russell,Comedy,adoption|armpit fetish|mistaken identity|new mexico|overalls,flirting with disaster,Lily Tomlin Mary Tyler Moore David Patrick Kelly David O. Russell Comedy adoption|armpit fetish|mistaken identity|new mexico|overalls
Sid Haig,Ken Foree,Lew Temple,Rob Zombie,Crime|Horror,escape|police|road trip|sheriff|texas,the devil's rejects,Sid Haig Ken Foree Lew Temple Rob Zombie Crime|Horror escape|police|road trip|sheriff|texas
Sarah Michelle Gellar,Alyson Hannigan,Emma Caulfield,unknown,Action|Drama|Fantasy|Romance,action heroine|coming of age|destiny|double life|vampire,buffy the vampire slayer            ,Sarah Michelle Gellar Alyson Hannigan Emma Caulfield unknown Action|Drama|Fantasy|Romance action heroine|coming of age|destiny|double life|vampire
Kimberly Elise,Rick Fox,Kiersey Clemons,Rick Famuyiwa,Comedy|Crime|Drama,african american|geek|hip hop|party|tomboy,dope,Kimberly Elise Rick Fox Kiersey Clemons Rick Famuyiwa Comedy|Crime|Drama african american|geek|hip hop|party|tomboy
LL Cool J,Omar Epps,Nia Long,Michael Rymer,Crime|Drama|Thriller,cunnilingus|oral sex|police|sex scene|undercover,in too deep,LL Cool J Omar Epps Nia Long Michael Rymer Crime|Drama|Thriller cunnilingus|oral sex|police|sex scene|undercover
Albert Finney,Helen McCrory,Rory Kinnear,Sam Mendes,Action|Adventure|Thriller,brawl|childhood home|computer cracker|intelligence agency|terrorist cell,skyfall,Albert Finney Helen McCrory Rory Kinnear Sam Mendes Action|Adventure|Thriller brawl|childhood home|computer cracker|intelligence agency|terrorist cell
Sid Haig,Matthew McGrory,Erin Daniels,Rob Zombie,Horror,actor playing multiple roles|axe|dark comedy|masked man|sadism,house of 1000 corpses,Sid Haig Matthew McGrory Erin Daniels Rob Zombie Horror actor playing multiple roles|axe|dark comedy|masked man|sadism
Bernard Fox,Elizabeth MacRae,Charles Aidman,Sharron Miller,Horror,affair|child murderer|mortician|strangulation|supernatural power,alien zone,Bernard Fox Elizabeth MacRae Charles Aidman Sharron Miller Horror affair|child murderer|mortician|strangulation|supernatural power
Michael Stuhlbarg,Fred Melamed,Peter Breitmayer,Ethan Coen,Comedy|Drama,bar mitzvah|jewish|marital breakup|nose job|rabbi,a serious man,Michael Stuhlbarg Fred Melamed Peter Breitmayer Ethan Coen Comedy|Drama bar mitzvah|jewish|marital breakup|nose job|rabbi
Bill Murray,Robert Duvall,Bill Cobbs,Aaron Schneider,Drama|Mystery,funeral|funeral home|hermit|party|secret,get low,Bill Murray Robert Duvall Bill Cobbs Aaron Schneider Drama|Mystery funeral|funeral home|hermit|party|secret
Julian Sands,Richard E. Grant,Lori Singer,Steve Miner,Action|Fantasy|Horror|Thriller,17th century|book|death|warlock|witch hunter,warlock,Julian Sands Richard E. Grant Lori Singer Steve Miner Action|Fantasy|Horror|Thriller 17th century|book|death|warlock|witch hunter
Minnie Driver,Nate Parker,Darryl Stephens,Gina Prince-Bythewood,Drama|Music,domestic abuse|public humiliation|sex symbol|singer|suicide attempt,beyond the lights,Minnie Driver Nate Parker Darryl Stephens Gina Prince-Bythewood Drama|Music domestic abuse|public humiliation|sex symbol|singer|suicide attempt
Colin Firth,Teddy Sears,Keri Lynn Pratt,Tom Ford,Drama|Romance,car accident|male full back nudity|practicing a suicide|public nudity|suicide contemplation,a single man,Colin Firth Teddy Sears Keri Lynn Pratt Tom Ford Drama|Romance car accident|male full back nudity|practicing a suicide|public nudity|suicide contemplation
Irvin Kershner,Barbara Hershey,Roberts Blossom,Martin Scorsese,Drama,carpenter|exorcism|faith|reference to jesus christ|temptation,the last temptation of christ,Irvin Kershner Barbara Hershey Roberts Blossom Martin Scorsese Drama carpenter|exorcism|faith|reference to jesus christ|temptation
Jonathan Brandis,George Wendt,Shawn Hatosy,Michael Corrente,Comedy|Drama|Romance,class|cornwall connecticut|dog|friend|pawtucket rhode island,outside providence,Jonathan Brandis George Wendt Shawn Hatosy Michael Corrente Comedy|Drama|Romance class|cornwall connecticut|dog|friend|pawtucket rhode island
Indira Varma,Martin Henderson,Anupam Kher,Gurinder Chadha,Comedy|Drama|Musical|Romance,bollywood|india|jane austen|london england|travel,bride & prejudice,Indira Varma Martin Henderson Anupam Kher Gurinder Chadha Comedy|Drama|Musical|Romance bollywood|india|jane austen|london england|travel
Roy Billing,David Gulpilil,Deborah Mailman,Phillip Noyce,Adventure|Biography|Drama|History,aborigine|based on true story|colonialism|fence|half caste,rabbit-proof fence,Roy Billing David Gulpilil Deborah Mailman Phillip Noyce Adventure|Biography|Drama|History aborigine|based on true story|colonialism|fence|half caste
Jeffrey Jones,Faizon Love,Lil' Wayne,Don Michael Paul,Comedy|Sport,2000s|golf caddy|golf course|golfer|question mark in title,who's your caddy?,Jeffrey Jones Faizon Love Lil' Wayne Don Michael Paul Comedy|Sport 2000s|golf caddy|golf course|golfer|question mark in title
Michael J. Pollard,Alun Armstrong,Alastair Duncan,Tony Maylam,Action|Crime|Horror|Sci-Fi|Thriller,appearing from water|breasts|creature|partner|water,split second,Michael J. Pollard Alun Armstrong Alastair Duncan Tony Maylam Action|Crime|Horror|Sci-Fi|Thriller appearing from water|breasts|creature|partner|water
Melinda Clarke,Xander Berkeley,Aaron Stanford,unknown,Action|Crime|Drama|Thriller,assassin|death|female protagonist|rogue|training,nikita            ,Melinda Clarke Xander Berkeley Aaron Stanford unknown Action|Crime|Drama|Thriller assassin|death|female protagonist|rogue|training
Anne Hathaway,Nathaniel Lees,Miriama Smith,Mitch Davis,Adventure|Biography|Drama,1950s|idaho|love|missionary|mormon,the other side of heaven,Anne Hathaway Nathaniel Lees Miriama Smith Mitch Davis Adventure|Biography|Drama 1950s|idaho|love|missionary|mormon
Jensen Ackles,Ashley Scott,John Savage,unknown,Action|Drama|Mystery|Sci-Fi,cat burglar|female lead|future|mixed martial arts|post apocalypse,dark angel            ,Jensen Ackles Ashley Scott John Savage unknown Action|Drama|Mystery|Sci-Fi cat burglar|female lead|future|mixed martial arts|post apocalypse
Shah Rukh Khan,Preity Zinta,Anupam Kher,Yash Chopra,Drama|Musical|Romance,fair|pakistan|prison|rescue|stranded,veer-zaara,Shah Rukh Khan Preity Zinta Anupam Kher Yash Chopra Drama|Musical|Romance fair|pakistan|prison|rescue|stranded
Alice Braga,Randy Couture,Jose Pablo Cantillo,David Mamet,Drama|Sport,bar|debt|fight|instructor|jujitsu,redbelt,Alice Braga Randy Couture Jose Pablo Cantillo David Mamet Drama|Sport bar|debt|fight|instructor|jujitsu
Matt Walsh,Tim Guinee,Katie Aselton,Jay Duplass,Comedy|Drama|Romance,21 year old|forename as title|musician|party|rearview mirror,cyrus,Matt Walsh Tim Guinee Katie Aselton Jay Duplass Comedy|Drama|Romance 21 year old|forename as title|musician|party|rearview mirror
Bruce McGill,Cheryl Ladd,Jack Warden,Kevin Brodie,Drama|Family,artist|box office flop|dog|drawing|flanders,a dog of flanders,Bruce McGill Cheryl Ladd Jack Warden Kevin Brodie Drama|Family artist|box office flop|dog|drawing|flanders
Ed Begley Jr.,Michael McKean,Kurt Fuller,Paul Schrader,Biography|Crime|Drama,friendship|photography|radio|sex addict|video,auto focus,Ed Begley Jr. Michael McKean Kurt Fuller Paul Schrader Biography|Crime|Drama friendship|photography|radio|sex addict|video
Hayden Christensen,Jimmy Fallon,Beth Grant,George Hickenlooper,Biography|Drama,andy warhol|female nudity|public nudity|singer|socialite,factory girl,Hayden Christensen Jimmy Fallon Beth Grant George Hickenlooper Biography|Drama andy warhol|female nudity|public nudity|singer|socialite
Ezra Miller,Siobhan Fallon Hogan,Ashley Gerasimovich,Lynne Ramsay,Drama|Thriller,archery|defiance|mental illness|psychopath|toilet training,we need to talk about kevin,Ezra Miller Siobhan Fallon Hogan Ashley Gerasimovich Lynne Ramsay Drama|Thriller archery|defiance|mental illness|psychopath|toilet training
Samantha Barks,Hans Matheson,Lesley Manville,John Stephenson,Drama|Family,angel|candle|christmas|miracle|village,the christmas candle,Samantha Barks Hans Matheson Lesley Manville John Stephenson Drama|Family angel|candle|christmas|miracle|village
Ellen Burstyn,Marley Shelton,Jennifer Butler,Tim Chambers,Drama|Sport,basketball|catholic|coach|college|nun,the mighty macs,Ellen Burstyn Marley Shelton Jennifer Butler Tim Chambers Drama|Sport basketball|catholic|coach|college|nun
Tom Cruise,Shelley Long,Rick Rossovich,Curtis Hanson,Comedy|Drama|Family,apostrophe in title|bare breasts|friendship between men|teen sex comedy|two word title,losin' it,Tom Cruise Shelley Long Rick Rossovich Curtis Hanson Comedy|Drama|Family apostrophe in title|bare breasts|friendship between men|teen sex comedy|two word title
Naomi Watts,Jimmy Smits,Carla Gallo,Rodrigo García,Drama|Romance,adoption|baby|girl|lawyer|sex,mother and child,Naomi Watts Jimmy Smits Carla Gallo Rodrigo García Drama|Romance adoption|baby|girl|lawyer|sex
Catherine Deneuve,Terence Hill,Jack O'Halloran,Dick Richards,Adventure|Drama|Romance|War,arab|bare chested male|foreign legion|french foreign legion|morocco,march or die,Catherine Deneuve Terence Hill Jack O'Halloran Dick Richards Adventure|Drama|Romance|War arab|bare chested male|foreign legion|french foreign legion|morocco
Christian Clavier,Isabelle Nanty,Valérie Lemercier,Jean-Marie Poiré,Comedy|Fantasy|Sci-Fi,distant past|future time travel|nobleman|squire|trapped in the past,les visiteurs,Christian Clavier Isabelle Nanty Valérie Lemercier Jean-Marie Poiré Comedy|Fantasy|Sci-Fi distant past|future time travel|nobleman|squire|trapped in the past
Nathalie Fay,Chris Pontius,Erin Wasson,Sofia Coppola,Comedy|Drama,actor|boredom|luxury hotel|party|trip,somewhere,Nathalie Fay Chris Pontius Erin Wasson Sofia Coppola Comedy|Drama actor|boredom|luxury hotel|party|trip
Geoff Stults,Susie Abromeit,Derek Wayne Johnson,Bob Gosse,Comedy,bachelor party|bare butt|loud sex|sex standing up|topless female nudity,i hope they serve beer in hell,Geoff Stults Susie Abromeit Derek Wayne Johnson Bob Gosse Comedy bachelor party|bare butt|loud sex|sex standing up|topless female nudity
Taylor Negron,Raquel Welch,Larry Miller,Alex Zamm,Comedy,box office flop|company|invention|roommate|surfer,chairman of the board,Taylor Negron Raquel Welch Larry Miller Alex Zamm Comedy box office flop|company|invention|roommate|surfer
Joseph Gordon-Levitt,Natalie Portman,Rainn Wilson,Spencer Susser,Drama,bully|car|car accident|fire|vomiting,hesher,Joseph Gordon-Levitt Natalie Portman Rainn Wilson Spencer Susser Drama bully|car|car accident|fire|vomiting
Richard E. Grant,Mark Wingett,Richard Graham,Richard Shepard,Comedy|Crime|Drama,male frontal nudity|male nudity|male rear nudity|nudity|sex scene,dom hemingway,Richard E. Grant Mark Wingett Richard Graham Richard Shepard Comedy|Crime|Drama male frontal nudity|male nudity|male rear nudity|nudity|sex scene
Matt Damon,Casey Affleck,unknown,Gus Van Sant,Adventure|Drama|Mystery,desert|friend|friendship|minimal dialogue|water,gerry,Matt Damon Casey Affleck unknown Gus Van Sant Adventure|Drama|Mystery desert|friend|friendship|minimal dialogue|water
Olivia Williams,Luke Newberry,Eleanor Bron,Thaddeus O'Sullivan,Drama|Romance,1930s|car accident|hospital|marital rape|painter,the heart of me,Olivia Williams Luke Newberry Eleanor Bron Thaddeus O'Sullivan Drama|Romance 1930s|car accident|hospital|marital rape|painter
Steve Carell,Josh Charles,Luke Grimes,Peter Sollett,Biography|Drama|Romance,cancer|gay bar|lesbian kiss|partner|public hearing,freeheld,Steve Carell Josh Charles Luke Grimes Peter Sollett Biography|Drama|Romance cancer|gay bar|lesbian kiss|partner|public hearing
Lynn Cohen,Marian Seldes,Dan Hedaya,Shari Springer Berman,Comedy,co worker|escort|magazine|teacher|writer,the extra man,Lynn Cohen Marian Seldes Dan Hedaya Shari Springer Berman Comedy co worker|escort|magazine|teacher|writer
Leonid Yarmolnik,Yuriy Tsurilo,Valentin Golubenko,Aleksey German,Drama|Sci-Fi,fictional war|hanging|male full frontal nudity|medieval times|nudity,hard to be a god,Leonid Yarmolnik Yuriy Tsurilo Valentin Golubenko Aleksey German Drama|Sci-Fi fictional war|hanging|male full frontal nudity|medieval times|nudity
Chris Hemsworth,Mike Starr,Paul Sanchez,Stephen Milburn Anderson,Comedy|Crime|Thriller,cash|financial problem|heist|land rover|mortgage,ca$h,Chris Hemsworth Mike Starr Paul Sanchez Stephen Milburn Anderson Comedy|Crime|Thriller cash|financial problem|heist|land rover|mortgage
Emily Watson,Julie Walters,Miranda Richardson,Richard E. Grant,Drama,alcoholic|alcoholic father|stepmother|swaziland|unfaithful wife,wah-wah,Emily Watson Julie Walters Miranda Richardson Richard E. Grant Drama alcoholic|alcoholic father|stepmother|swaziland|unfaithful wife
Norman Reedus,David Della Rocco,Bob Marley,Troy Duffy,Action|Crime|Thriller,fbi|fbi agent|friend|irish|mafia,the boondock saints,Norman Reedus David Della Rocco Bob Marley Troy Duffy Action|Crime|Thriller fbi|fbi agent|friend|irish|mafia
Michael Wong,Louis Koo,Stephen Au,David Lam,Action|Crime,,z storm,Michael Wong Louis Koo Stephen Au David Lam Action|Crime 
Alden Ehrenreich,Bruce Dern,Joanne Whalley,Francis Ford Coppola,Comedy|Fantasy|Horror|Mystery,ghost|hotel|murder|stake|what happened to epilogue,twixt,Alden Ehrenreich Bruce Dern Joanne Whalley Francis Ford Coppola Comedy|Fantasy|Horror|Mystery ghost|hotel|murder|stake|what happened to epilogue
Erin Fitzgerald,Wendee Lee,Ivan Okhlobystin,Vladlen Barbe,Adventure|Animation|Family,3d,snow queen,Erin Fitzgerald Wendee Lee Ivan Okhlobystin Vladlen Barbe Adventure|Animation|Family 3d
Debi Derryberry,Kate Higgins,Cindy Robinson,Richard Rich,Action|Adventure|Animation|Comedy|Drama|Family|Fantasy|Thriller,blindness|cave|spirit|wolf|wolf cub,alpha and omega 4: the legend of the saw toothed cave,Debi Derryberry Kate Higgins Cindy Robinson Richard Rich Action|Adventure|Animation|Comedy|Drama|Family|Fantasy|Thriller blindness|cave|spirit|wolf|wolf cub
Clint Eastwood,Chris Penn,Sydney Penny,Clint Eastwood,Western,gold|miner|preacher|prospector|sheriff,pale rider,Clint Eastwood Chris Penn Sydney Penny Clint Eastwood Western gold|miner|preacher|prospector|sheriff
Ben Browder,Christopher Judge,Julian Sands,Robert C. Cooper,Action|Adventure|Drama|Fantasy|Sci-Fi,2000s|evil god|space opera|stargate|wormhole,stargate: the ark of truth,Ben Browder Christopher Judge Julian Sands Robert C. Cooper Action|Adventure|Drama|Fantasy|Sci-Fi 2000s|evil god|space opera|stargate|wormhole
Milla Jovovich,Adam Goldberg,Cole Hauser,Richard Linklater,Comedy,football|hazing|high school|last day of school|pledge,dazed and confused,Milla Jovovich Adam Goldberg Cole Hauser Richard Linklater Comedy football|hazing|high school|last day of school|pledge
Lucas Grabeel,Corbin Bleu,Olesya Rulin,Kenny Ortega,Comedy|Drama|Family|Music|Musical|Romance,2000s|basketball|country club|lifeguard|talent show,high school musical 2,Lucas Grabeel Corbin Bleu Olesya Rulin Kenny Ortega Comedy|Drama|Family|Music|Musical|Romance 2000s|basketball|country club|lifeguard|talent show
Gordon Pinsent,Justin Edward Seale,John Ralston,Kim Nguyen,Drama|Romance,,two lovers and a bear,Gordon Pinsent Justin Edward Seale John Ralston Kim Nguyen Drama|Romance 
Rex Baker,Edi Gathegi,Travis Aaron Wade,Jackie Earle Haley,Crime|Drama|Thriller,african american gangster|falling to death|in over one's head|murder|surveillance,criminal activities,Rex Baker Edi Gathegi Travis Aaron Wade Jackie Earle Haley Crime|Drama|Thriller african american gangster|falling to death|in over one's head|murder|surveillance
Heike Makatsch,Johanna Wokalek,Maria Schrader,Max Färberböck,Biography|Drama|Romance|War,lesbian mother|lesbian parent|lesbian relationship|lesbian romance|lesbianism,aimee & jaguar,Heike Makatsch Johanna Wokalek Maria Schrader Max Färberböck Biography|Drama|Romance|War lesbian mother|lesbian parent|lesbian relationship|lesbian romance|lesbianism
Rory Culkin,John Heard,Tim DeKay,Arie Posin,Comedy|Drama,chumscrubber|death|friend|pills|school,the chumscrubber,Rory Culkin John Heard Tim DeKay Arie Posin Comedy|Drama chumscrubber|death|friend|pills|school
Glenn Plummer,Jason Cerbone,Mark De Alessandro,Damian Nieman,Crime|Thriller,bar|strip club|stripper|texas hold 'em|thong,shade,Glenn Plummer Jason Cerbone Mark De Alessandro Damian Nieman Crime|Thriller bar|strip club|stripper|texas hold 'em|thong
Jennifer Lawrence,Nolan Gerard Funk,Gil Bellows,Mark Tonderai,Drama|Horror|Thriller,brother sister relationship|death of sister|female protagonist|mother daughter relationship|murder,house at the end of the street,Jennifer Lawrence Nolan Gerard Funk Gil Bellows Mark Tonderai Drama|Horror|Thriller brother sister relationship|death of sister|female protagonist|mother daughter relationship|murder
Lubna Azabal,Mélissa Désormeaux-Poulin,Ahmad Massad,Denis Villeneuve,Drama|Mystery|War,brother sister relationship|family relationships|middle east|mother son relationship|twin brother and sister,incendies,Lubna Azabal Mélissa Désormeaux-Poulin Ahmad Massad Denis Villeneuve Drama|Mystery|War brother sister relationship|family relationships|middle east|mother son relationship|twin brother and sister
Laura Morante,Silvio Muccino,Giulia Michelini,Gabriele Muccino,Comedy|Drama|Romance,box office hit|dancer|sex scene|television|underage sex,"remember me, my love",Laura Morante Silvio Muccino Giulia Michelini Gabriele Muccino Comedy|Drama|Romance box office hit|dancer|sex scene|television|underage sex
Jim Broadbent,Brendan Coyle,Michael McElhatton,Ian Fitzgibbon,Action|Comedy|Crime|Drama|Romance|Thriller,burglary|estranged father|money|neighbor|thug,perrier's bounty,Jim Broadbent Brendan Coyle Michael McElhatton Ian Fitzgibbon Action|Comedy|Crime|Drama|Romance|Thriller burglary|estranged father|money|neighbor|thug
Wagner Moura,Fernanda Machado,André Ramiro,José Padilha,Action|Crime|Drama|Thriller,brazil|military police|police|rio de janeiro brazil|slum,elite squad,Wagner Moura Fernanda Machado André Ramiro José Padilha Action|Crime|Drama|Thriller brazil|military police|police|rio de janeiro brazil|slum
Alfre Woodard,Annabelle Wallis,Gabriel Bateman,John R. Leonetti,Horror|Mystery,horror movie prequel|murder|paranormal activity|self sacrifice|suicide,annabelle,Alfre Woodard Annabelle Wallis Gabriel Bateman John R. Leonetti Horror|Mystery horror movie prequel|murder|paranormal activity|self sacrifice|suicide
Deborah Mailman,Magda Szubanski,Jessica Mauboy,Rachel Perkins,Comedy|Drama|Musical,australia|journey|love|priest|traveling,bran nue dae,Deborah Mailman Magda Szubanski Jessica Mauboy Rachel Perkins Comedy|Drama|Musical australia|journey|love|priest|traveling
John Cothran,Lloyd Avery II,Na'Blonka Durden,John Singleton,Crime|Drama,drugs|escape|football|friend|violence,boyz n the hood,John Cothran Lloyd Avery II Na'Blonka Durden John Singleton Crime|Drama drugs|escape|football|friend|violence
Esai Morales,Rosanna DeSoto,Danielle von Zerneck,Luis Valdez,Biography|Drama|Music,crash|hispanic|interracial relationship|interracial romance|racism,la bamba,Esai Morales Rosanna DeSoto Danielle von Zerneck Luis Valdez Biography|Drama|Music crash|hispanic|interracial relationship|interracial romance|racism
Rita Moreno,Len Cariou,Sandy Dennis,Alan Alda,Comedy|Drama,directed by star|friendship|reference to isaac newton|skinny dipping|written and directed by cast member,the four seasons,Rita Moreno Len Cariou Sandy Dennis Alan Alda Comedy|Drama directed by star|friendship|reference to isaac newton|skinny dipping|written and directed by cast member
Angie Dickinson,David Margulies,Nancy Allen,Brian De Palma,Mystery|Romance|Thriller,apartment|elevator|murder|psychiatrist|sunglasses,dressed to kill,Angie Dickinson David Margulies Nancy Allen Brian De Palma Mystery|Romance|Thriller apartment|elevator|murder|psychiatrist|sunglasses
Curtis Armstrong,Frances Conroy,Anne Heche,Stephen Sommers,Adventure|Comedy|Drama|Family,boy|lesson|mississippi river|river|slave,the adventures of huck finn,Curtis Armstrong Frances Conroy Anne Heche Stephen Sommers Adventure|Comedy|Drama|Family boy|lesson|mississippi river|river|slave
Sarah Polley,Jay Mohr,Scott Wolf,Doug Liman,Comedy|Crime,drug deal|drugs|sex|sex on stairs|strip club,go,Sarah Polley Jay Mohr Scott Wolf Doug Liman Comedy|Crime drug deal|drugs|sex|sex on stairs|strip club
Greg Germann,Marin Hinkle,Jake Cherry,Nicole Holofcener,Comedy|Drama|Romance,friend|friendship|marital problem|money problems|nervous breakdown,friends with money,Greg Germann Marin Hinkle Jake Cherry Nicole Holofcener Comedy|Drama|Romance friend|friendship|marital problem|money problems|nervous breakdown
David Wayne,Paula Kelly,Eric Christmas,Robert Wise,Sci-Fi|Thriller,alien|baby|new mexico|satellite|scientist,the andromeda strain,David Wayne Paula Kelly Eric Christmas Robert Wise Sci-Fi|Thriller alien|baby|new mexico|satellite|scientist
Leon,Bob Gunton,Ned Bellamy,Louis Morneau,Horror|Sci-Fi|Thriller,animal attack|bat|creature feature|experiment|mad scientist,bats,Leon Bob Gunton Ned Bellamy Louis Morneau Horror|Sci-Fi|Thriller animal attack|bat|creature feature|experiment|mad scientist
Merab Ninidze,Juliane Köhler,Matthias Habich,Caroline Link,Biography|Drama,breasts|farm|jew|kenya|tween girl,nowhere in africa,Merab Ninidze Juliane Köhler Matthias Habich Caroline Link Biography|Drama breasts|farm|jew|kenya|tween girl
Michael Fassbender,Nicole Beharie,James Badge Dale,Steve McQueen,Drama,female frontal nudity|female nudity|male nudity|sex addict|sex addiction,shame,Michael Fassbender Nicole Beharie James Badge Dale Steve McQueen Drama female frontal nudity|female nudity|male nudity|sex addict|sex addiction
Tom Hardy,Sally Hawkins,Jamie Foreman,Matthew Vaughn,Crime|Drama|Thriller,cake|cocaine|drugs|pills|serbian,layer cake,Tom Hardy Sally Hawkins Jamie Foreman Matthew Vaughn Crime|Drama|Thriller cake|cocaine|drugs|pills|serbian
Emily Podleski,Eric Johnson,Brenda Strong,Sterling Van Wagenen,Drama|Western,estrangement|missouri|mormon|mormon church|mormon temple,the work and the glory ii: american zion,Emily Podleski Eric Johnson Brenda Strong Sterling Van Wagenen Drama|Western estrangement|missouri|mormon|mormon church|mormon temple
Alexander Skarsgård,Julia Ormond,Jason Ritter,Zal Batmanglij,Drama|Thriller,anarchist|corporation|greedy institution|vomiting|watching television,the east,Alexander Skarsgård Julia Ormond Jason Ritter Zal Batmanglij Drama|Thriller anarchist|corporation|greedy institution|vomiting|watching television
Robin Wright,Matt Frewer,Sissy Spacek,Michael Mayer,Drama|Romance,hand job|hugging|long hair|new york city|two men one woman,a home at the end of the world,Robin Wright Matt Frewer Sissy Spacek Michael Mayer Drama|Romance hand job|hugging|long hair|new york city|two men one woman
Charlotte Rampling,Sara-Marie Maltha,Stellan Skarsgård,Hans Petter Moland,Drama,death|ferry|lawyer|norway|vomiting,aberdeen,Charlotte Rampling Sara-Marie Maltha Stellan Skarsgård Hans Petter Moland Drama death|ferry|lawyer|norway|vomiting
Steve Buscemi,Yaya DaCosta,Eamonn Walker,Oren Moverman,Drama|Romance|War,captain|casualty notification|casualty notification team|sergeant|staff sergeant,the messenger,Steve Buscemi Yaya DaCosta Eamonn Walker Oren Moverman Drama|Romance|War captain|casualty notification|casualty notification team|sergeant|staff sergeant
Ray Winstone,Jed Brophy,Temuera Morrison,Ian Sharp,Action|Adventure|Drama|Western,one word title,tracker,Ray Winstone Jed Brophy Temuera Morrison Ian Sharp Action|Adventure|Drama|Western one word title
Sam Riley,Samantha Morton,Alexandra Maria Lara,Anton Corbijn,Biography|Drama|Music,band|employment agency|singer|stage fright|suicide,control,Sam Riley Samantha Morton Alexandra Maria Lara Anton Corbijn Biography|Drama|Music band|employment agency|singer|stage fright|suicide
Michael Biehn,Brian Thompson,Paul Winfield,James Cameron,Action|Sci-Fi,cyborg|future war|robot|shootout in a police station|urban setting,the terminator,Michael Biehn Brian Thompson Paul Winfield James Cameron Action|Sci-Fi cyborg|future war|robot|shootout in a police station|urban setting
Florian Lukas,Chulpan Khamatova,Burghart Klaußner,Wolfgang Becker,Drama|Romance,coma|east germany|german democratic republic|germany|heart attack,good bye lenin!,Florian Lukas Chulpan Khamatova Burghart Klaußner Wolfgang Becker Drama|Romance coma|east germany|german democratic republic|germany|heart attack
Stephen Graham,Mark Bazeley,Maurice Roëves,Tom Hooper,Biography|Drama|Sport,cup|derby county|flashback|football|leeds united,the damned united,Stephen Graham Mark Bazeley Maurice Roëves Tom Hooper Biography|Drama|Sport cup|derby county|flashback|football|leeds united
Linnea Quigley,Clu Gulager,Beverly Randolph,Dan O'Bannon,Comedy|Horror|Sci-Fi,crematorium|female frontal nudity|naked dead woman|paramedic|poison gas,the return of the living dead,Linnea Quigley Clu Gulager Beverly Randolph Dan O'Bannon Comedy|Horror|Sci-Fi crematorium|female frontal nudity|naked dead woman|paramedic|poison gas
Maria Pia Calzone,Fortunato Cerlino,Marco D'Amore,unknown,Crime|Drama|Thriller,,gomorrah            ,Maria Pia Calzone Fortunato Cerlino Marco D'Amore unknown Crime|Drama|Thriller 
Ethan Suplee,Jason Mewes,Joey Lauren Adams,Kevin Smith,Comedy|Romance,comic|ex girlfriend|jay and silent bob|mall|teenager,mallrats,Ethan Suplee Jason Mewes Joey Lauren Adams Kevin Smith Comedy|Romance comic|ex girlfriend|jay and silent bob|mall|teenager
